Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
EPBB,No,4/20/2012,10/12/2012,Eversource Energy,Hartford,Southington,06489,Harness the Sun,Does Not Apply,Other Homeowner Purchase,4.80,"$20,160.00","$9,240.00"," 5,466 "
PBI,No,4/20/2012,10/3/2012,Eversource Energy,Hartford,Granby,06090,SolarCity,Does Not Apply,PPA,7.92,"$41,263.00","$16,779.60"," 9,019 "
EPBB,No,4/23/2012,8/1/2012,Eversource Energy,Fairfield,Monroe,06468,Ross Solar,Does Not Apply,Other Homeowner Purchase,4.32,"$19,947.00","$9,437.00"," 4,920 "
EPBB,No,4/23/2012,1/26/2015,Eversource Energy,New London,Ledyard,06335,Ross Solar,Does Not Apply,Other Homeowner Purchase,5.23,"$28,189.60","$11,371.00"," 5,958 "
EPBB,No,4/23/2012,12/6/2012,Eversource Energy,Fairfield,Westport,06880,Ross Solar,Does Not Apply,Other Homeowner Purchase,6.87,"$35,471.70","$13,481.00"," 7,820 "
EPBB,No,4/23/2012,8/22/2012,Eversource Energy,Windham,Killingly,06241,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,2.88,"$14,914.00","$6,038.00"," 3,280 "
EPBB,No,4/24/2012,7/27/2012,Eversource Energy,Litchfield,Bethlehem,06751,Mister Sparky,Does Not Apply,Other Homeowner Purchase,2.88,"$16,126.00","$6,227.00"," 3,280 "
EPBB,No,4/24/2012,11/1/2012,Eversource Energy,Fairfield,Greenwich,06807,Sound Solar Systems,Does Not Apply,Other Homeowner Purchase,6.24,"$33,880.00","$10,623.00"," 7,100 "
EPBB,No,4/24/2012,7/11/2012,Eversource Energy,New London,New London,06320,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,3.92,"$21,560.00","$8,759.00"," 4,464 "
EPBB,No,4/24/2012,8/23/2012,United Illuminating,Fairfield,Trumbull,06611,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$65,500.00","$17,801.00"," 12,527 "
EPBB,No,4/25/2012,10/1/2012,Eversource Energy,Litchfield,New Milford,06776,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,5.64,"$34,686.00","$10,030.00"," 6,423 "
PBI,No,4/25/2012,11/8/2012,United Illuminating,New Haven,Hamden,06511,Direct Energy Solar,Does Not Apply,Lease,6.44,"$29,624.00","$12,717.60"," 7,334 "
EPBB,No,4/25/2012,7/20/2012,Eversource Energy,Hartford,Glastonbury,06033,Mister Sparky,Does Not Apply,Other Homeowner Purchase,3.36,"$18,047.00","$7,359.00"," 3,826 "
PBI,No,4/25/2012,11/19/2012,Eversource Energy,Middlesex,East Haddam,06469,Direct Energy Solar,Does Not Apply,Lease,8.51,"$35,168.00","$14,502.30"," 9,691 "
PBI,No,4/25/2012,10/17/2012,Eversource Energy,Hartford,East Granby,06026,Direct Energy Solar,Does Not Apply,Lease,6.67,"$29,450.00","$12,356.70"," 7,596 "
PBI,No,4/25/2012,11/19/2012,Eversource Energy,Litchfield,Watertown,06795,Direct Energy Solar,Does Not Apply,Lease,8.28,"$41,338.00","$15,972.60"," 9,429 "
PBI,No,4/25/2012,10/10/2012,United Illuminating,New Haven,Orange,06477,Direct Energy Solar,Does Not Apply,Lease,9.20,"$38,640.00","$14,649.90"," 10,477 "
EPBB,No,4/25/2012,10/16/2012,Eversource Energy,Hartford,Southington,06489,Evergreen Energy,Does Not Apply,Other Homeowner Purchase,7.35,"$32,707.00","$12,423.00"," 8,370 "
PBI,No,4/25/2012,11/8/2012,Eversource Energy,Hartford,Southington,06489,Direct Energy Solar,Does Not Apply,Lease,9.36,"$40,716.00","$14,137.80"," 10,659 "
EPBB,No,4/26/2012,12/4/2012,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,3.92,"$23,148.00","$8,517.00"," 4,469 "
EPBB,No,4/26/2012,12/7/2012,Eversource Energy,Hartford,Burlington,06013,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,9.81,"$51,771.20","$16,774.00"," 11,172 "
EPBB,No,4/27/2012,9/7/2012,Eversource Energy,Tolland,Stafford,06076,Ross Solar,Does Not Apply,Other Homeowner Purchase,5.04,"$23,486.40","$11,161.00"," 5,740 "
EPBB,No,4/27/2012,11/20/2012,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,3.27,"$22,826.78","$7,207.00"," 3,724 "
EPBB,No,4/27/2012,6/19/2012,Eversource Energy,Windham,Windham,06256,DCS Energy,Does Not Apply,Other Homeowner Purchase,2.00,"$8,400.00","$3,449.00"," 2,278 "
EPBB,No,4/30/2012,10/4/2012,Eversource Energy,Litchfield,Harwinton,06791,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,10.78,"$62,200.60","$16,162.00"," 12,276 "
EPBB,No,4/30/2012,6/20/2012,Eversource Energy,Hartford,Southington,06489,Trinity Solar,Does Not Apply,Other Homeowner Purchase,7.14,"$52,416.00","$13,148.00"," 8,131 "
EPBB,No,4/30/2012,7/5/2012,United Illuminating,New Haven,Hamden,06518,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,11.03,"$45,080.00","$14,018.00"," 12,555 "
EPBB,No,4/30/2012,6/29/2012,United Illuminating,Fairfield,Shelton,06484,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,9.50,"$39,140.00","$12,994.00"," 10,819 "
EPBB,No,4/30/2012,7/19/2012,Eversource Energy,New London,Salem,06420,DCS Energy,Does Not Apply,Other Homeowner Purchase,6.00,"$25,200.00","$12,043.00"," 6,833 "
PBI,No,4/30/2012,10/19/2012,United Illuminating,New Haven,Hamden,06518,SolarCity,Does Not Apply,PPA,9.90,"$49,252.50","$18,946.50"," 11,274 "
PBI,No,4/30/2012,8/27/2012,United Illuminating,Fairfield,Easton,06612,SolarCity,Does Not Apply,PPA,5.04,"$25,074.00","$9,099.90"," 5,740 "
PBI,No,4/30/2012,10/19/2012,Eversource Energy,Fairfield,Norwalk,06854,SolarCity,Does Not Apply,PPA,9.24,"$42,984.00","$17,085.30"," 10,523 "
EPBB,No,4/30/2012,5/14/2013,Eversource Energy,New London,East Lyme,06357,Ross Solar,Does Not Apply,Other Homeowner Purchase,5.52,"$36,352.00","$12,162.00"," 6,286 "
PBI,No,4/30/2012,11/6/2012,United Illuminating,Fairfield,Shelton,06484,Direct Energy Solar,Does Not Apply,Lease,8.97,"$36,800.00","$16,473.90"," 10,215 "
EPBB,No,5/1/2012,12/4/2012,Eversource Energy,New London,North Stonington,06359,Mystic Solar,Does Not Apply,Other Homeowner Purchase,11.20,"$48,126.00","$17,261.00"," 12,755 "
EPBB,No,5/2/2012,6/8/2012,Eversource Energy,Hartford,Southington,06489,Trinity Solar,Does Not Apply,Other Homeowner Purchase,7.99,"$53,510.00","$12,716.00"," 9,099 "
EPBB,No,5/3/2012,9/7/2012,Eversource Energy,Hartford,Canton,06019,AllGreenIT,Does Not Apply,Other Homeowner Purchase,4.75,"$21,900.00","$9,527.00"," 5,409 "
PBI,No,5/3/2012,11/6/2012,Eversource Energy,Windham,Woodstock,06281,SolarCity,Does Not Apply,PPA,6.96,"$34,626.00","$15,517.50"," 7,926 "
PBI,No,5/3/2012,10/19/2012,Eversource Energy,Litchfield,Thomaston,06787,SolarCity,Does Not Apply,PPA,6.96,"$34,626.00","$13,290.00"," 7,926 "
EPBB,No,5/8/2012,11/6/2012,Eversource Energy,Fairfield,Darien,06820,Mercury Solar Systems,Does Not Apply,Other Homeowner Purchase,6.08,"$34,108.80","$12,744.00"," 6,924 "
EPBB,No,5/11/2012,11/19/2012,Eversource Energy,New London,Old Lyme,06371,Sicuranza Electric,Does Not Apply,Other Homeowner Purchase,9.56,"$61,360.00","$14,738.00"," 10,881 "
EPBB,No,5/22/2012,11/19/2012,Eversource Energy,New London,Ledyard,06335,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,5.76,"$26,724.03","$10,495.00"," 6,559 "
EPBB,No,5/22/2012,9/25/2012,United Illuminating,New Haven,New Haven,06513,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,4.00,"$11,440.00","$7,996.00"," 4,555 "
EPBB,No,5/22/2012,6/5/2013,United Illuminating,Fairfield,Shelton,06484,Ross Solar,Does Not Apply,Other Homeowner Purchase,6.25,"$31,200.00","$11,717.00"," 7,118 "
PBI,No,5/22/2012,9/7/2012,Eversource Energy,Tolland,Stafford,06076,SolarCity,Does Not Apply,PPA,6.00,"$29,850.00","$11,958.60"," 6,833 "
EPBB,No,5/22/2012,7/16/2012,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,1.90,"$20,924.17","$1,901.00"," 2,164 "
PBI,No,5/22/2012,10/4/2012,Eversource Energy,Litchfield,New Milford,06776,SolarCity,Does Not Apply,PPA,8.64,"$42,984.00","$15,128.10"," 9,839 "
EPBB,No,5/22/2012,8/14/2012,Eversource Energy,Litchfield,Kent,06757,Litchfield Hills Solar,Does Not Apply,Other Homeowner Purchase,6.00,"$30,300.00","$10,211.00"," 6,833 "
EPBB,No,5/22/2012,11/6/2012,Eversource Energy,Litchfield,Litchfield,06750,Elektron Solar,Does Not Apply,Other Homeowner Purchase,10.71,"$44,815.00","$15,189.00"," 12,197 "
PBI,No,5/23/2012,7/27/2012,Eversource Energy,Hartford,Farmington,06032,Direct Energy Solar,Does Not Apply,Lease,11.04,"$48,024.00","$21,703.80"," 12,572 "
PBI,No,5/23/2012,10/9/2012,Eversource Energy,Middlesex,East Hampton,06424,Direct Energy Solar,Does Not Apply,Lease,11.04,"$45,368.00","$21,472.50"," 12,572 "
EPBB,No,5/23/2012,7/10/2012,Eversource Energy,Middlesex,Deep River,06417,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,8.97,"$52,232.00","$12,186.00"," 10,215 "
EPBB,No,5/23/2012,8/14/2012,Eversource Energy,New Haven,Beacon Falls,06403,CT Electrical,Does Not Apply,Other Homeowner Purchase,5.28,"$29,040.00","$10,389.00"," 6,013 "
EPBB,No,5/24/2012,11/28/2012,Eversource Energy,New London,Salem,06420,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,6.62,"$32,388.72","$11,780.00"," 7,533 "
EPBB,No,5/24/2012,11/8/2012,Eversource Energy,Hartford,Simsbury,06081,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,4.56,"$26,664.00","$7,139.00"," 5,193 "
PBI,No,5/24/2012,12/7/2012,United Illuminating,New Haven,Milford,06461,SolarCity,Does Not Apply,PPA,6.24,"$31,044.00","$12,619.80"," 7,106 "
EPBB,No,5/24/2012,1/2/2013,United Illuminating,Fairfield,Fairfield,06824,Sun-Wind Solutions,Does Not Apply,Other Homeowner Purchase,6.24,"$30,600.00","$9,625.00"," 7,106 "
EPBB,No,5/24/2012,10/16/2012,Eversource Energy,Tolland,Ellington,06029,DCS Energy,Does Not Apply,Other Homeowner Purchase,4.00,"$16,800.00","$7,460.00"," 4,555 "
EPBB,No,5/25/2012,7/20/2012,Eversource Energy,Hartford,Bristol,06010,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,10.78,"$58,800.00","$14,769.00"," 12,276 "
PBI,No,5/25/2012,11/2/2012,Eversource Energy,New London,Colchester,06415,SolarCity,Does Not Apply,PPA,5.52,"$27,462.00","$11,946.00"," 6,286 "
PBI,No,5/25/2012,10/4/2012,Eversource Energy,Middlesex,Portland,06480,SolarCity,Does Not Apply,PPA,5.28,"$26,268.00","$10,163.10"," 6,013 "
PBI,No,5/25/2012,10/22/2012,Eversource Energy,Hartford,Avon,06001,SolarCity,Does Not Apply,PPA,5.28,"$26,268.00","$6,150.90"," 6,013 "
EPBB,No,5/25/2012,9/13/2012,Eversource Energy,Litchfield,Warren,06777,Litchfield Hills Solar,Does Not Apply,Other Homeowner Purchase,2.94,"$14,700.00","$4,115.00"," 3,348 "
EPBB,No,5/25/2012,1/28/2015,Eversource Energy,Fairfield,Brookfield,06804,Ross Solar,Does Not Apply,Other Homeowner Purchase,7.50,"$27,750.00","$10,895.00"," 8,541 "
EPBB,No,5/25/2012,8/14/2012,Eversource Energy,Middlesex,Portland,06480,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,7.50,"$32,250.00","$11,991.00"," 8,541 "
EPBB,No,5/25/2012,7/11/2012,Eversource Energy,Fairfield,New Canaan,06840,Encon,Does Not Apply,Other Homeowner Purchase,9.66,"$58,902.20","$14,308.00"," 11,001 "
EPBB,No,5/29/2012,12/6/2012,Eversource Energy,Litchfield,Barkhamsted,06063,Sun Harvest Renewable Resources,Does Not Apply,Other Homeowner Purchase,7.28,"$57,128.00","$13,025.00"," 8,290 "
EPBB,No,5/30/2012,8/8/2013,United Illuminating,Fairfield,Bridgeport,06601,Ross Solar,Does Not Apply,Other Homeowner Purchase,8.00,"$30,000.00","$11,390.00"," 9,110 "
EPBB,No,5/30/2012,11/29/2012,Eversource Energy,Fairfield,Darien,06820,Encon,Does Not Apply,Other Homeowner Purchase,11.00,"$51,838.10","$14,863.00"," 12,527 "
EPBB,No,5/30/2012,6/20/2012,Eversource Energy,Fairfield,Wilton,06897,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.11,"$41,942.10","$13,459.00"," 11,508 "
PBI,No,5/30/2012,10/3/2012,Eversource Energy,Litchfield,Winchester,06098,SolarCity,Does Not Apply,PPA,4.32,"$21,492.00","$8,351.40"," 4,920 "
EPBB,No,5/30/2012,12/26/2013,Eversource Energy,New Haven,Madison,06443,Ross Solar,Does Not Apply,Other Homeowner Purchase,4.41,"$19,224.00","$8,464.00"," 5,022 "
EPBB,No,5/30/2012,2/1/2013,Eversource Energy,Fairfield,Danbury,06810,RGS Energy,Does Not Apply,Other Homeowner Purchase,4.56,"$26,453.00","$7,692.00"," 5,193 "
EPBB,No,5/30/2012,10/1/2012,United Illuminating,Fairfield,Shelton,06484,Made in USA Solar,Does Not Apply,Other Homeowner Purchase,8.00,"$30,240.00","$13,655.00"," 9,110 "
EPBB,No,5/30/2012,8/8/2012,Eversource Energy,Hartford,West Hartford,06105,RGS Energy,Does Not Apply,Other Homeowner Purchase,5.28,"$28,156.00","$10,460.00"," 6,013 "
PBI,No,5/30/2012,10/3/2012,Eversource Energy,Litchfield,Woodbury,06798,SolarCity,Does Not Apply,PPA,6.24,"$31,044.00","$11,809.20"," 7,106 "
PBI,No,5/30/2012,9/7/2012,Eversource Energy,New Haven,Cheshire,06410,SolarCity,Does Not Apply,PPA,9.90,"$49,252.50","$19,291.50"," 11,274 "
EPBB,No,5/30/2012,9/4/2013,United Illuminating,Fairfield,Shelton,06484,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.00,"$39,000.00","$15,656.00"," 11,388 "
PBI,No,5/30/2012,10/3/2012,Eversource Energy,New London,Old Lyme,06371,SolarCity,Does Not Apply,PPA,4.80,"$23,880.00","$9,565.80"," 5,466 "
EPBB,No,5/30/2012,8/23/2012,Eversource Energy,Hartford,South Windsor,06074,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,9.00,"$38,300.00","$12,820.00"," 10,249 "
PBI,No,5/30/2012,11/7/2012,Eversource Energy,Litchfield,Salisbury,06039,SolarCity,Does Not Apply,PPA,9.36,"$46,566.00","$15,663.00"," 10,659 "
EPBB,No,5/30/2012,1/8/2013,Eversource Energy,Fairfield,Wilton,06897,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,6.48,"$40,176.00","$6,539.00"," 7,379 "
EPBB,No,5/31/2012,11/8/2012,Eversource Energy,Hartford,Canton,06019,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,4.32,"$26,784.00","$7,478.00"," 4,920 "
EPBB,No,5/31/2012,8/7/2012,Eversource Energy,New London,Colchester,06415,DCS Energy,Does Not Apply,Other Homeowner Purchase,3.00,"$12,600.00","$5,337.00"," 3,416 "
PBI,No,5/31/2012,9/7/2012,Eversource Energy,Windham,Plainfield,06374,SolarCity,Does Not Apply,PPA,7.92,"$39,402.00","$16,130.70"," 9,019 "
PBI,No,5/31/2012,11/28/2012,Eversource Energy,Middlesex,Haddam,06441,SolarCity,Does Not Apply,PPA,5.20,"$25,870.00","$8,948.70"," 5,922 "
EPBB,No,5/31/2012,9/17/2012,Eversource Energy,New London,Montville,06382,DCS Energy,Does Not Apply,Other Homeowner Purchase,11.25,"$37,800.00","$13,494.00"," 12,812 "
PBI,No,5/31/2012,11/19/2012,Eversource Energy,New London,Sprague,06330,Direct Energy Solar,Does Not Apply,Lease,7.92,"$35,200.00","$14,966.40"," 9,019 "
PBI,No,5/31/2012,11/19/2012,Eversource Energy,Hartford,Hartland,06027,SolarCity,Does Not Apply,PPA,9.90,"$49,252.50","$18,244.20"," 11,274 "
PBI,No,5/31/2012,10/4/2012,Eversource Energy,New Haven,Waterbury,06708,SolarCity,Does Not Apply,PPA,6.72,"$33,432.00","$12,865.20"," 7,653 "
EPBB,No,5/31/2012,9/25/2012,Eversource Energy,Tolland,Mansfield,06268,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,5.88,"$25,872.00","$9,726.00"," 6,696 "
EPBB,No,5/31/2012,8/9/2012,United Illuminating,Fairfield,Shelton,06484,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,7.92,"$24,742.00","$12,466.00"," 9,019 "
EPBB,No,5/31/2012,1/2/2014,Eversource Energy,New London,Colchester,06415,White Oak Development,Does Not Apply,Other Homeowner Purchase,5.88,"$38,175.00","$11,576.00"," 6,690 "
EPBB,No,5/31/2012,2/1/2013,Eversource Energy,Hartford,Rocky Hill,06067,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,6.96,"$31,500.00","$12,262.00"," 7,926 "
EPBB,No,5/31/2012,8/6/2012,Eversource Energy,Hartford,Burlington,06013,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,5.75,"$23,047.20","$9,626.00"," 6,548 "
PBI,No,5/31/2012,9/7/2012,Eversource Energy,Windham,Woodstock,06281,SolarCity,SolarCity,PPA,5.76,"$28,656.00","$7,750.80"," 6,559 "
PBI,No,5/31/2012,10/3/2012,Eversource Energy,Windham,Putnam,06260,SolarCity,Does Not Apply,PPA,6.48,"$32,238.00","$13,318.50"," 7,379 "
PBI,No,5/31/2012,11/28/2012,Eversource Energy,Windham,Canterbury,06331,SolarCity,Does Not Apply,PPA,6.48,"$32,238.00","$11,901.60"," 7,379 "
EPBB,No,5/31/2012,11/19/2012,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,3.92,"$25,081.29","$8,022.00"," 4,469 "
EPBB,No,5/31/2012,8/7/2012,Eversource Energy,Litchfield,Sharon,06069,Litchfield Hills Solar,Does Not Apply,Other Homeowner Purchase,3.80,"$18,620.00","$6,822.00"," 4,327 "
PBI,No,5/31/2012,11/29/2012,United Illuminating,New Haven,Orange,06477,SolarCity,Does Not Apply,PPA,5.76,"$28,656.00","$11,172.60"," 6,559 "
EPBB,No,5/31/2012,7/19/2012,Eversource Energy,Middlesex,East Haddam,06423,DCS Energy,Does Not Apply,Other Homeowner Purchase,5.00,"$21,000.00","$9,457.00"," 5,694 "
EPBB,No,6/1/2012,7/26/2012,Eversource Energy,Tolland,Mansfield,06268,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,8.50,"$36,550.00","$11,835.00"," 9,680 "
EPBB,No,6/1/2012,10/15/2012,Eversource Energy,New London,Griswold,06351,DCS Energy,Does Not Apply,Other Homeowner Purchase,7.00,"$37,800.00","$11,984.00"," 7,972 "
PBI,No,6/1/2012,12/6/2012,Eversource Energy,Hartford,West Hartford,06117,SolarCity,Does Not Apply,PPA,6.16,"$30,646.00","$11,734.50"," 7,015 "
PBI,No,6/1/2012,10/19/2012,Eversource Energy,Hartford,New Britain,06053,SolarCity,Does Not Apply,PPA,2.88,"$14,328.00","$5,649.60"," 3,280 "
EPBB,No,6/1/2012,10/1/2012,Eversource Energy,Litchfield,Plymouth,06786,DCS Energy,Does Not Apply,Other Homeowner Purchase,2.00,"$8,000.00","$3,831.00"," 2,278 "
EPBB,No,6/1/2012,10/23/2012,Eversource Energy,Tolland,Andover,06232,RGS Energy,Does Not Apply,Other Homeowner Purchase,4.92,"$23,794.00","$9,057.00"," 5,603 "
EPBB,No,6/1/2012,2/1/2013,Eversource Energy,Windham,Chaplin,06235,RGS Energy,Does Not Apply,Other Homeowner Purchase,5.17,"$28,876.00","$8,488.00"," 5,888 "
EPBB,No,6/1/2012,9/27/2012,Eversource Energy,Tolland,Mansfield,06250,Sun Harvest Renewable Resources,Does Not Apply,Other Homeowner Purchase,10.78,"$53,961.00","$14,237.00"," 12,276 "
PBI,No,6/1/2012,10/19/2012,Eversource Energy,New London,Griswold,06351,SolarCity,Does Not Apply,PPA,5.76,"$28,656.00","$10,539.90"," 6,559 "
PBI,No,6/1/2012,12/6/2012,United Illuminating,Fairfield,Shelton,06484,SolarCity,Does Not Apply,PPA,9.60,"$47,760.00","$17,225.70"," 10,932 "
PBI,No,6/1/2012,10/19/2012,Eversource Energy,Hartford,Hartland,06027,SolarCity,Does Not Apply,PPA,10.14,"$50,446.50","$19,365.90"," 11,547 "
EPBB,No,6/1/2012,11/2/2012,Eversource Energy,Litchfield,Washington,06777,Litchfield Hills Solar,Does Not Apply,Other Homeowner Purchase,8.09,"$42,446.00","$13,475.00"," 9,207 "
EPBB,No,6/1/2012,8/9/2012,Eversource Energy,New Haven,Southbury,06488,Encon,Does Not Apply,Other Homeowner Purchase,9.81,"$52,097.00","$15,320.00"," 11,172 "
EPBB,No,6/4/2012,8/7/2012,Eversource Energy,Hartford,Granby,06035,JD Solar Solutions,Does Not Apply,Other Homeowner Purchase,8.40,"$32,900.00","$12,752.00"," 9,566 "
EPBB,No,6/4/2012,7/20/2012,Eversource Energy,Middlesex,Durham,06422,JD Solar Solutions,Does Not Apply,Other Homeowner Purchase,10.08,"$39,480.00","$13,967.00"," 11,479 "
EPBB,No,6/5/2012,9/6/2013,United Illuminating,Fairfield,Fairfield,06824,Ross Solar,Does Not Apply,Other Homeowner Purchase,11.00,"$42,900.00","$12,875.00"," 12,527 "
PBI,No,6/5/2012,10/3/2012,Eversource Energy,Windham,Plainfield,06374,SolarCity,Does Not Apply,PPA,8.64,"$42,984.00","$14,273.10"," 9,839 "
PBI,No,6/5/2012,10/18/2012,Eversource Energy,New Haven,Cheshire,06410,SolarCity,Does Not Apply,PPA,5.76,"$28,656.00","$10,152.30"," 6,559 "
EPBB,No,6/5/2012,7/30/2012,Eversource Energy,Middlesex,Middletown,06457,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,6.62,"$28,973.70","$10,418.00"," 7,533 "
PBI,No,6/6/2012,2/4/2013,United Illuminating,Fairfield,Fairfield,06890,Direct Energy Solar,Does Not Apply,Lease,7.20,"$32,400.00","$14,870.40"," 8,199 "
EPBB,No,6/7/2012,9/4/2013,Eversource Energy,Hartford,Windsor,06095,Ross Solar,Does Not Apply,Other Homeowner Purchase,5.25,"$26,260.00","$9,622.00"," 5,979 "
EPBB,No,6/8/2012,11/6/2012,United Illuminating,Fairfield,Trumbull,06611,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,6.00,"$30,300.00","$12,361.00"," 6,833 "
PBI,No,6/11/2012,10/26/2012,Eversource Energy,New London,North Stonington,06359,SolarCity,Does Not Apply,PPA,7.68,"$38,208.00","$16,884.30"," 8,746 "
PBI,No,6/11/2012,11/6/2012,Eversource Energy,Hartford,Enfield,06082,SolarCity,Does Not Apply,PPA,4.94,"$24,576.50","$9,713.10"," 5,626 "
EPBB,No,6/12/2012,5/8/2013,Eversource Energy,Middlesex,East Haddam,06469,White Oak Development,Does Not Apply,Other Homeowner Purchase,8.70,"$54,488.00","$13,924.00"," 9,902 "
EPBB,No,6/12/2012,3/5/2013,United Illuminating,New Haven,North Haven,06473,American Solar Partners,Does Not Apply,Other Homeowner Purchase,6.48,"$22,760.00","$10,602.00"," 7,379 "
PBI,No,6/12/2012,9/21/2012,Eversource Energy,New London,Waterford,06375,SolarCity,SolarCity,PPA,4.80,"$23,880.00","$8,957.70"," 5,466 "
PBI,No,6/12/2012,11/28/2012,Eversource Energy,Windham,Brooklyn,06234,SolarCity,SolarCity,PPA,9.36,"$46,566.00","$18,121.80"," 10,659 "
PBI,No,6/12/2012,10/18/2012,Eversource Energy,Fairfield,Weston,06883,SolarCity,Does Not Apply,PPA,8.64,"$42,984.00","$16,566.30"," 9,839 "
PBI,No,6/12/2012,10/11/2012,Eversource Energy,New Haven,Naugatuck,06770,SolarCity,SolarCity,PPA,7.70,"$38,307.50","$13,874.70"," 8,769 "
