,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,date,hour
0,BDL,2019-01-01 00:00:00,-72.6825,41.9381,,,,110.0,5.0,0.01,30.17,,7.0,,BKN,OVC,,,2300,5000,,,#NAME?,,,,,,,,KBDL 010000Z AUTO 11005KT 7SM -RA BKN023 OVC050 03/02 A3017 RMK P0000 T00300020 MADISHF,2019-01-01,0
1,BDL,2019-01-01 00:05:00,-72.6825,41.9381,,,,120.0,4.0,0.01,30.16,,6.0,,BKN,BKN,OVC,,2300,3500,5500,,#NAME?,,,,,,,,KBDL 010005Z AUTO 12004KT 6SM -RA BR BKN023 BKN035 OVC055 03/02 A3015 RMK P0000 T00300020 MADISHF,2019-01-01,0
2,BDL,2019-01-01 00:10:00,-72.6825,41.9381,,,,110.0,4.0,0.02,30.16,,5.0,,BKN,BKN,OVC,,2300,3800,5000,,RA BR,,,,,,,,KBDL 010010Z AUTO 11004KT 5SM RA BR BKN023 BKN038 OVC050 03/02 A3015 RMK P0001 T00300020 MADISHF,2019-01-01,0
3,BDL,2019-01-01 00:15:00,-72.6825,41.9381,,,,110.0,3.0,0.03,30.16,,5.0,,BKN,OVC,,,2100,5000,,,RA BR,,,,,,,,KBDL 010015Z AUTO 11003KT 5SM RA BR BKN021 OVC050 03/02 A3015 RMK P0002 T00300020 MADISHF,2019-01-01,0
4,BDL,2019-01-01 00:20:00,-72.6825,41.9381,,,,100.0,3.0,0.04,30.15,,5.0,,BKN,BKN,OVC,,1800,2300,5500,,#NAME?,,,,,,,,KBDL 010020Z AUTO 10003KT 5SM -RA BR BKN018 BKN023 OVC055 03/02 A3014 RMK P0003 T00300020 MADISHF,2019-01-01,0
5,BDL,2019-01-01 00:25:00,-72.6825,41.9381,,,,0.0,0.0,0.05,30.15,,5.0,,BKN,BKN,OVC,,1800,2300,5500,,#NAME?,,,,,,,,KBDL 010025Z AUTO 00000KT 5SM -RA BR BKN018 BKN023 OVC055 03/02 A3014 RMK P0005 T00300020 MADISHF,2019-01-01,0
6,BDL,2019-01-01 00:30:00,-72.6825,41.9381,,,,170.0,3.0,0.05,30.17,,5.0,,BKN,OVC,,,1800,2300,,,#NAME?,,,,,,,,KBDL 010030Z AUTO 17003KT 5SM -RA BR BKN018 OVC023 03/02 A3017 RMK P0005 T00300020 MADISHF,2019-01-01,0
7,BDL,2019-01-01 00:35:00,-72.6825,41.9381,,,,200.0,4.0,0.06,30.18,,6.0,,OVC,,,,1600,,,,#NAME?,,,,,,,,KBDL 010035Z AUTO 20004KT 6SM -RA BR OVC016 03/02 A3018 RMK P0005 T00300020 MADISHF,2019-01-01,0
8,BDL,2019-01-01 00:40:00,-72.6825,41.9381,,,,190.0,5.0,0.06,30.17,,5.0,,OVC,,,,1600,,,,#NAME?,,,,,,,,KBDL 010040Z AUTO 19005KT 5SM -RA BR OVC016 03/02 A3017 RMK P0005 T00300020 MADISHF,2019-01-01,0
9,BDL,2019-01-01 00:45:00,-72.6825,41.9381,,,,180.0,5.0,0.07,30.16,,4.0,,OVC,,,,1600,,,,RA BR,,,,,,,,KBDL 010045Z AUTO 18005KT 4SM RA BR OVC016 03/02 A3015 RMK P0007 T00300020 MADISHF,2019-01-01,0
10,BDL,2019-01-01 00:50:00,-72.6825,41.9381,,,,150.0,5.0,0.08,30.15,,5.0,,BKN,OVC,,,1600,2400,,,RA BR,,,,,,,,KBDL 010050Z AUTO 15005KT 5SM RA BR BKN016 OVC024 03/02 A3014 RMK P0007 T00300020 MADISHF,2019-01-01,0
11,BDL,2019-01-01 00:51:00,-72.6825,41.9381,37.0,36.0,96.13,150.0,5.0,0.08,30.15,1021.0,5.0,,BKN,OVC,,,1600,2400,,,RA BR,,,,,,,32.33,KBDL 010051Z 15005KT 5SM RA BR BKN016 OVC024 03/02 A3015 RMK AO2 PRESFR SLP210 P0008 T00280022,2019-01-01,0
12,BDL,2019-01-01 00:55:00,-72.6825,41.9381,37.0,36.0,96.13,140.0,4.0,0.01,30.14,1020.7692307692307,5.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010055Z AUTO 14004KT 5SM RA BR OVC015 03/02 A3013 RMK P0000 T00300020 MADISHF,2019-01-01,0
13,BDL,2019-01-01 01:00:00,-72.6825,41.9381,37.0,36.0,96.13,130.0,5.0,0.02,30.13,1020.5384615384615,4.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010100Z AUTO 13005KT 4SM RA BR OVC015 03/02 A3012 RMK P0001 T00300020 MADISHF,2019-01-01,1
14,BDL,2019-01-01 01:05:00,-72.6825,41.9381,37.0,36.0,96.13,130.0,5.0,0.02,30.13,1020.3076923076923,5.0,,OVC,,,,1500,,,,#NAME?,,,,,,,,KBDL 010105Z AUTO 13005KT 5SM -RA BR OVC015 03/02 A3012 RMK P0001 T00300020 MADISHF,2019-01-01,1
15,BDL,2019-01-01 01:10:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,5.0,0.03,30.13,1020.0769230769231,5.0,,OVC,,,,1500,,,,#NAME?,,,,,,,,KBDL 010110Z AUTO 12005KT 5SM -RA BR OVC015 03/02 A3012 RMK P0002 T00300020 MADISHF,2019-01-01,1
16,BDL,2019-01-01 01:15:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,5.0,0.04,30.12,1019.8461538461538,5.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010115Z AUTO 12005KT 5SM RA BR OVC015 03/02 A3012 RMK P0003 T00300020 MADISHF,2019-01-01,1
17,BDL,2019-01-01 01:20:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,6.0,0.06,30.1,1019.6153846153846,5.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010120Z AUTO 12006KT 5SM RA BR OVC015 03/02 A3010 RMK P0005 T00300020 MADISHF,2019-01-01,1
18,BDL,2019-01-01 01:25:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,6.0,0.07,30.1,1019.3846153846154,4.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010125Z AUTO 12006KT 4SM RA BR OVC015 03/02 A3010 RMK P0007 T00300020 MADISHF,2019-01-01,1
19,BDL,2019-01-01 01:30:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,5.0,0.08,30.09,1019.1538461538462,5.0,,OVC,,,,1500,,,,RA BR,,,,,,,,KBDL 010130Z AUTO 12005KT 5SM RA BR OVC015 03/02 A3009 RMK P0007 T00300020 MADISHF,2019-01-01,1
20,BDL,2019-01-01 01:35:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,4.0,0.08,30.09,1018.9230769230769,5.0,,BKN,OVC,,,1200,1500,,,#NAME?,,,,,,,,KBDL 010135Z AUTO 12004KT 5SM -RA BR BKN012 OVC015 03/02 A3009 RMK P0007 T00300020 MADISHF,2019-01-01,1
21,BDL,2019-01-01 01:40:00,-72.6825,41.9381,37.0,36.0,96.13,130.0,5.0,0.09,30.08,1018.6923076923077,5.0,,BKN,OVC,,,1200,1500,,,RA BR,,,,,,,,KBDL 010140Z AUTO 13005KT 5SM RA BR BKN012 OVC015 03/02 A3007 RMK P0009 T00300020 MADISHF,2019-01-01,1
22,BDL,2019-01-01 01:45:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,6.0,0.1,30.07,1018.4615384615385,5.0,,OVC,,,,1200,,,,#NAME?,,,,,,,,KBDL 010145Z AUTO 12006KT 5SM -RA BR OVC012 03/02 A3006 RMK P0010 T00300020 MADISHF,2019-01-01,1
23,BDL,2019-01-01 01:50:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,6.0,0.11,30.06,1018.2307692307693,5.0,,BKN,OVC,,,1200,1500,,,#NAME?,,,,,,,,KBDL 010150Z AUTO 12006KT 5SM -RA BR BKN012 OVC015 03/02 A3005 RMK P0010 T00300020 MADISHF,2019-01-01,1
24,BDL,2019-01-01 01:51:00,-72.6825,41.9381,37.0,36.0,96.13,120.0,6.0,0.11,30.06,1018.0,5.0,,BKN,OVC,,,1200,1500,,,#NAME?,,,,,,,31.55,KBDL 010151Z 12006KT 5SM -RA BR BKN012 OVC015 03/02 A3006 RMK AO2 PRESFR SLP180 P0011 T00280022,2019-01-01,1
25,BDL,2019-01-01 01:55:00,-72.6825,41.9381,37.0,36.125,96.61375,120.0,6.0,0.06,30.05,1017.8666666666667,5.0,,OVC,,,,999,,,,#NAME?,,,,,,,,KBDL 010155Z AUTO 12006KT 5SM -RA BR OVC009 03/02 A3004 RMK T00300020 MADISHF,2019-01-01,1
26,BDL,2019-01-01 02:00:00,-72.6825,41.9381,37.0,36.25,97.0975,130.0,4.0,0.01,30.06,1017.7333333333333,5.0,,OVC,,,,999,,,,#NAME?,,,,,,,,KBDL 010200Z AUTO 13004KT 5SM -RA BR OVC009 03/02 A3005 RMK P0000 T00300020 MADISHF,2019-01-01,2
27,BDL,2019-01-01 02:05:00,-72.6825,41.9381,37.0,36.375,97.58125,150.0,5.0,0.02,30.05,1017.6,5.0,,OVC,,,,999,,,,#NAME?,,,,,,,,KBDL 010205Z AUTO 15005KT 5SM -RA BR OVC009 03/03 A3004 RMK P0001 T00300030 MADISHF,2019-01-01,2
28,BDL,2019-01-01 02:10:00,-72.6825,41.9381,37.0,36.5,98.065,140.0,4.0,0.02,30.04,1017.4666666666667,5.0,,OVC,,,,999,,,,#NAME?,,,,,,,,KBDL 010210Z AUTO 14004KT 5SM -RA BR OVC009 03/03 A3004 RMK P0001 T00300030 MADISHF,2019-01-01,2
29,BDL,2019-01-01 02:15:00,-72.6825,41.9381,37.0,36.625,98.54875,140.0,5.0,0.03,30.05,1017.3333333333334,4.0,,BKN,OVC,,,999,1300,,,#NAME?,,,,,,,,KBDL 010215Z AUTO 14005KT 4SM -RA BR BKN009 OVC013 03/03 A3004 RMK P0002 T00300030 MADISHF,2019-01-01,2
30,BDL,2019-01-01 02:20:00,-72.6825,41.9381,37.0,36.75,99.0325,160.0,5.0,0.03,30.05,1017.2,3.5,,BKN,OVC,,,999,1300,,,#NAME?,,,,,,,,KBDL 010220Z AUTO 16005KT 3SM -RA BR BKN009 OVC013 03/03 A3004 RMK P0002 T00300030 MADISHF,2019-01-01,2
31,BDL,2019-01-01 02:25:00,-72.6825,41.9381,37.0,36.875,99.51625,170.0,6.0,0.04,30.04,1017.0666666666666,4.0,,BKN,OVC,,,900,1300,,,RA BR,,,,,,,,KBDL 010225Z AUTO 17006KT 4SM RA BR BKN009 OVC013 03/03 A3004 RMK P0003 T00300030 MADISHF,2019-01-01,2
32,BDL,2019-01-01 02:30:00,-72.6825,41.9381,37.0,37.0,100.0,150.0,7.0,0.05,30.03,1016.9333333333333,4.0,,BKN,OVC,,,900,1300,,,RA BR,,,,,,,30.87,KBDL 010230Z 15007KT 4SM RA BR BKN009 OVC013 03/03 A3003 RMK AO2 P0005 T00280028,2019-01-01,2
33,BDL,2019-01-01 02:35:00,-72.6825,41.9381,37.225,37.0,99.13,150.0,8.0,0.08,30.02,1016.8,4.0,,BKN,OVC,,,700,1300,,,RA BR,,,,,,,,KBDL 010235Z AUTO 15008KT 4SM RA BR BKN007 OVC013 03/03 A3002 RMK P0007 T00300030 MADISHF,2019-01-01,2
34,BDL,2019-01-01 02:45:00,-72.6825,41.9381,37.45,37.0,98.25999999999999,150.0,9.0,0.1,30.01,1016.6666666666666,5.0,,BKN,OVC,,,700,1300,,,#NAME?,,,,,,,,KBDL 010245Z AUTO 15009KT 5SM -RA BR BKN007 OVC013 03/03 A3001 RMK P0010 T00300030 MADISHF,2019-01-01,2
35,BDL,2019-01-01 02:50:00,-72.6825,41.9381,37.675,37.0,97.39,160.0,8.0,0.11,30.01,1016.5333333333333,5.0,,SCT,BKN,OVC,,700,1300,2200,,RA BR,,,,,,,,KBDL 010250Z AUTO 16008KT 5SM RA BR SCT007 BKN013 OVC022 03/03 A3001 RMK P0010 T00300030 MADISHF,2019-01-01,2
36,BDL,2019-01-01 02:51:00,-72.6825,41.9381,37.9,37.0,96.52,160.0,8.0,0.11,30.01,1016.4,5.0,,FEW,BKN,OVC,,700,1300,2200,,RA BR,,,,,,,31.38,KBDL 010251Z 16008KT 5SM RA BR FEW007 BKN013 OVC022 03/03 A3001 RMK AO2 SLP164 P0011 60030 T00330028 58056,2019-01-01,2
37,BDL,2019-01-01 02:55:00,-72.6825,41.9381,37.9,37.06923076923077,96.78769230769231,160.0,7.0,0.02,30.01,1016.2461538461538,4.0,,FEW,BKN,OVC,,700,1300,2200,,RA BR,,,,,,,,KBDL 010255Z AUTO 16007KT 4SM RA BR FEW007 BKN013 OVC022 03/03 A3001 RMK P0001 T00300030 MADISHF,2019-01-01,2
38,BDL,2019-01-01 03:00:00,-72.6825,41.9381,37.9,37.13846153846154,97.05538461538461,160.0,8.0,0.04,30.0,1016.0923076923077,3.5,,SCT,BKN,OVC,,999,1400,2200,,RA BR,,,,,,,,KBDL 010300Z AUTO 16008KT 3SM RA BR SCT009 BKN014 OVC022 03/03 A3000 RMK P0003 T00300030 MADISHF,2019-01-01,3
39,BDL,2019-01-01 03:05:00,-72.6825,41.9381,37.9,37.207692307692305,97.32307692307693,150.0,7.0,0.05,29.99,1015.9384615384615,4.0,,SCT,BKN,OVC,,999,1400,2200,,RA BR,,,,,,,,KBDL 010305Z AUTO 15007KT 4SM RA BR SCT009 BKN014 OVC022 03/03 A2998 RMK P0005 T00300030 MADISHF,2019-01-01,3
40,BDL,2019-01-01 03:10:00,-72.6825,41.9381,37.9,37.276923076923076,97.59076923076923,150.0,7.0,0.07,29.99,1015.7846153846153,4.0,,SCT,BKN,OVC,,999,1400,2200,,RA BR,,,,,,,,KBDL 010310Z AUTO 15007KT 4SM RA BR SCT009 BKN014 OVC022 03/03 A2998 RMK P0007 T00300030 MADISHF,2019-01-01,3
41,BDL,2019-01-01 03:15:00,-72.6825,41.9381,37.9,37.34615384615385,97.85846153846154,150.0,7.0,0.09,29.99,1015.6307692307693,4.0,,SCT,BKN,OVC,,999,1400,2200,,RA BR,,,,,,,,KBDL 010315Z AUTO 15007KT 4SM RA BR SCT009 BKN014 OVC022 03/03 A2998 RMK P0009 T00300030 MADISHF,2019-01-01,3
42,BDL,2019-01-01 03:20:00,-72.6825,41.9381,37.9,37.41538461538462,98.12615384615384,0.0,0.0,0.1,30.0,1015.4769230769231,4.0,,SCT,BKN,OVC,,999,1400,2200,,RA BR,,,,,,,,KBDL 010320Z AUTO 00000KT 4SM RA BR SCT009 BKN014 OVC022 03/03 A3000 RMK P0010 T00300030 MADISHF,2019-01-01,3
43,BDL,2019-01-01 03:25:00,-72.6825,41.9381,37.9,37.48461538461538,98.39384615384616,160.0,3.0,0.11,29.99,1015.3230769230769,4.0,,FEW,OVC,,,999,1400,,,RA BR,,,,,,,,KBDL 010325Z AUTO 16003KT 4SM RA BR FEW009 OVC014 03/03 A2998 RMK P0010 T00300030 MADISHF,2019-01-01,3
44,BDL,2019-01-01 03:30:00,-72.6825,41.9381,37.9,37.55384615384615,98.66153846153846,150.0,4.0,0.13,29.98,1015.1692307692307,4.0,,FEW,OVC,,,999,1400,,,RA BR,,,,,,,,KBDL 010330Z AUTO 15004KT 4SM RA BR FEW009 OVC014 03/03 A2997 RMK P0012 T00300030 MADISHF,2019-01-01,3
45,BDL,2019-01-01 03:35:00,-72.6825,41.9381,37.9,37.62307692307692,98.92923076923077,150.0,6.0,0.15,29.96,1015.0153846153846,4.0,,OVC,,,,1400,,,,RA BR,,,,,,,,KBDL 010335Z AUTO 15006KT 4SM RA BR OVC014 03/03 A2995 RMK P0015 T00300030 MADISHF,2019-01-01,3
46,BDL,2019-01-01 03:40:00,-72.6825,41.9381,37.9,37.69230769230769,99.19692307692307,140.0,7.0,0.17,29.95,1014.8615384615384,3.5,,OVC,,,,1400,,,,#NAME?,,,,,,,,KBDL 010340Z AUTO 14007KT 3SM +RA BR OVC014 03/03 A2995 RMK P0017 T00300030 MADISHF,2019-01-01,3
47,BDL,2019-01-01 03:45:00,-72.6825,41.9381,37.9,37.76153846153846,99.46461538461539,150.0,4.0,0.19,29.96,1014.7076923076922,4.0,,OVC,,,,1400,,,,RA BR,,,,,,,,KBDL 010345Z AUTO 15004KT 4SM RA BR OVC014 03/03 A2995 RMK P0018 T00300030 MADISHF,2019-01-01,3
48,BDL,2019-01-01 03:50:00,-72.6825,41.9381,37.9,37.83076923076923,99.73230769230769,0.0,0.0,0.21,29.96,1014.5538461538462,4.0,,OVC,,,,1800,,,,RA BR,,,,,,,,KBDL 010350Z AUTO 00000KT 4SM RA BR OVC018 03/03 A2995 RMK P0020 T00300030 MADISHF,2019-01-01,3
49,BDL,2019-01-01 03:51:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.21,29.95,1014.4,4.0,,OVC,,,,1800,,,,RA BR,,,,,,,37.9,KBDL 010351Z 00000KT 4SM RA BR OVC018 03/03 A2995 RMK AO2 SLP144 P0021 T00330033,2019-01-01,3
50,BDL,2019-01-01 03:55:00,-72.6825,41.9381,37.9,37.9,100.0,140.0,4.0,0.01,29.94,1014.2571428571429,4.0,,OVC,,,,1800,,,,RA BR,,,,,,,,KBDL 010355Z AUTO 14004KT 4SM RA BR OVC018 03/03 A2994 RMK P0000 T00300030 MADISHF,2019-01-01,3
51,BDL,2019-01-01 04:00:00,-72.6825,41.9381,37.9,37.9,100.0,140.0,4.0,0.03,29.94,1014.1142857142856,4.0,,OVC,,,,1800,,,,RA BR,,,,,,,,KBDL 010400Z AUTO 14004KT 4SM RA BR OVC018 03/03 A2994 RMK P0002 T00300030 MADISHF,2019-01-01,4
52,BDL,2019-01-01 04:05:00,-72.6825,41.9381,37.9,37.9,100.0,140.0,5.0,0.04,29.93,1013.9714285714285,5.0,,OVC,,,,1800,,,,RA BR,,,,,,,,KBDL 010405Z AUTO 14005KT 5SM RA BR OVC018 03/03 A2993 RMK P0003 T00300030 MADISHF,2019-01-01,4
53,BDL,2019-01-01 04:10:00,-72.6825,41.9381,37.9,37.9,100.0,160.0,4.0,0.05,29.94,1013.8285714285714,4.0,,OVC,,,,1900,,,,RA BR,,,,,,,,KBDL 010410Z AUTO 16004KT 4SM RA BR OVC019 03/03 A2994 RMK P0005 T00300030 MADISHF,2019-01-01,4
54,BDL,2019-01-01 04:15:00,-72.6825,41.9381,37.9,37.9,100.0,160.0,5.0,0.05,29.93,1013.6857142857143,4.0,,OVC,,,,1900,,,,RA BR,,,,,,,,KBDL 010415Z AUTO 16005KT 4SM RA BR OVC019 03/03 A2993 RMK P0005 T00300030 MADISHF,2019-01-01,4
55,BDL,2019-01-01 04:20:00,-72.6825,41.9381,37.9,37.9,100.0,140.0,5.0,0.08,29.92,1013.5428571428571,4.0,,OVC,,,,1900,,,,RA BR,,,,,,,,KBDL 010420Z AUTO 14005KT 4SM RA BR OVC019 03/03 A2992 RMK P0007 T00300030 MADISHF,2019-01-01,4
56,BDL,2019-01-01 04:25:00,-72.6825,41.9381,37.9,37.9,100.0,140.0,4.0,0.09,29.92,1013.4,4.0,,OVC,,,,1900,,,,RA BR,,,,,,,,KBDL 010425Z AUTO 14004KT 4SM RA BR OVC019 03/03 A2992 RMK P0009 T00300030 MADISHF,2019-01-01,4
57,BDL,2019-01-01 04:30:00,-72.6825,41.9381,37.9,37.9,100.0,130.0,3.0,0.09,29.91,1013.2571428571429,4.0,,OVC,,,,1900,,,,RA BR,,,,,,,,KBDL 010430Z AUTO 13003KT 4SM RA BR OVC019 03/03 A2990 RMK P0009 T00300030 MADISHF,2019-01-01,4
58,BDL,2019-01-01 04:35:00,-72.6825,41.9381,37.9,37.9,100.0,130.0,3.0,0.1,29.9,1013.1142857142856,5.0,,BKN,OVC,,,1699,2200,,,#NAME?,,,,,,,,KBDL 010435Z AUTO 13003KT 5SM -RA BR BKN016 OVC022 03/03 A2989 RMK P0010 T00300030 MADISHF,2019-01-01,4
59,BDL,2019-01-01 04:38:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.1,29.9,1012.9714285714285,3.0,,FEW,OVC,,,400,1700,,,RA BR,,,,,,,37.9,KBDL 010438Z 00000KT 3SM RA BR FEW004 OVC017 03/03 A2990 RMK AO2 PRESFR P0010 T00330033,2019-01-01,4
60,BDL,2019-01-01 04:40:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.12,29.9,1012.8285714285714,4.0,,FEW,OVC,,,400,1500,,,RA BR,,,,,,,,KBDL 010440Z AUTO 00000KT 4SM RA BR FEW004 OVC015 03/03 A2989 RMK P0011 T00300030 MADISHF,2019-01-01,4
61,BDL,2019-01-01 04:45:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.13,29.9,1012.6857142857143,3.5,,FEW,OVC,,,400,1500,,,RA BR,,,,,,,,KBDL 010445Z AUTO 00000KT 3SM RA BR FEW004 OVC015 03/03 A2989 RMK P0012 T00300030 MADISHF,2019-01-01,4
62,BDL,2019-01-01 04:50:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.15,29.9,1012.5428571428571,4.0,,SCT,OVC,,,400,1400,,,RA BR,,,,,,,,KBDL 010450Z AUTO 00000KT 4SM RA BR SCT004 OVC014 03/03 A2989 RMK P0015 T00300030 MADISHF,2019-01-01,4
63,BDL,2019-01-01 04:51:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.15,29.89,1012.4,4.0,,SCT,OVC,,,400,1400,,,RA BR,,,,,,,37.9,KBDL 010451Z 00000KT 4SM R06/3000VP6000FT RA BR SCT004 OVC014 03/03 A2989 RMK AO2 SLP124 P0015 T00330033 400561033,2019-01-01,4
64,BDL,2019-01-01 04:55:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.01,29.89,1012.1923076923076,3.0,,SCT,BKN,OVC,,400,1300,1699,,RA BR,,,,,,,,KBDL 010455Z AUTO 00000KT 3SM RA BR SCT004 BKN013 OVC016 03/03 A2988 RMK P0000 T00300030 MADISHF,2019-01-01,4
65,BDL,2019-01-01 05:00:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.02,29.88,1011.9846153846154,3.0,,SCT,BKN,OVC,,400,1300,1699,,RA BR,,,,,,,,KBDL 010500Z AUTO 00000KT 3SM RA BR SCT004 BKN013 OVC016 03/03 A2987 RMK P0001 T00300030 MADISHF,2019-01-01,5
66,BDL,2019-01-01 05:05:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.03,29.88,1011.776923076923,3.0,,FEW,OVC,,,700,1300,,,RA BR,,,,,,,,KBDL 010505Z AUTO 00000KT 3SM RA BR FEW007 OVC013 03/03 A2987 RMK P0002 T00300030 MADISHF,2019-01-01,5
67,BDL,2019-01-01 05:10:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.05,29.87,1011.5692307692308,3.0,,FEW,OVC,,,700,1300,,,#NAME?,,,,,,,,KBDL 010510Z AUTO 00000KT 3SM -RA BR FEW007 OVC013 03/03 A2987 RMK P0005 T00300030 MADISHF,2019-01-01,5
68,BDL,2019-01-01 05:15:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.05,29.86,1011.3615384615384,4.0,,FEW,OVC,,,499,1300,,,#NAME?,,,,,,,,KBDL 010515Z AUTO 00000KT 4SM -RA BR FEW004 OVC013 03/03 A2986 RMK P0005 T00300030 MADISHF,2019-01-01,5
69,BDL,2019-01-01 05:20:00,-72.6825,41.9381,37.9,37.9,100.0,120.0,3.0,0.06,29.85,1011.1538461538462,5.0,,SCT,OVC,,,700,1300,,,#NAME?,,,,,,,,KBDL 010520Z AUTO 12003KT 5SM -RA BR SCT007 OVC013 03/03 A2985 RMK P0005 T00300030 MADISHF,2019-01-01,5
70,BDL,2019-01-01 05:25:00,-72.6825,41.9381,37.9,37.9,100.0,110.0,3.0,0.06,29.84,1010.9461538461538,3.0,,FEW,OVC,,,700,1300,,,#NAME?,,,,,,,,KBDL 010525Z AUTO 11003KT 3SM -RA BR FEW007 OVC013 03/03 A2984 RMK P0005 T00300030 MADISHF,2019-01-01,5
71,BDL,2019-01-01 05:30:00,-72.6825,41.9381,37.9,37.9,100.0,100.0,3.0,0.06,29.83,1010.7384615384616,3.0,,FEW,OVC,,,499,1400,,,#NAME?,,,,,,,,KBDL 010530Z AUTO 10003KT 3SM -RA BR FEW004 OVC014 03/03 A2982 RMK P0005 T00300030 MADISHF,2019-01-01,5
72,BDL,2019-01-01 05:35:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.07,29.82,1010.5307692307692,3.0,,FEW,OVC,,,700,1400,,,#NAME?,,,,,,,,KBDL 010535Z AUTO 00000KT 3SM -RA BR FEW007 OVC014 03/03 A2981 RMK P0007 T00300030 MADISHF,2019-01-01,5
73,BDL,2019-01-01 05:40:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.07,29.81,1010.323076923077,3.0,,FEW,OVC,,,700,1400,,,#NAME?,,,,,,,,KBDL 010540Z AUTO 00000KT 3SM -RA BR FEW007 OVC014 03/03 A2980 RMK P0007 T00300030 MADISHF,2019-01-01,5
74,BDL,2019-01-01 05:45:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.07,29.81,1010.1153846153846,3.0,,FEW,OVC,,,700,1400,,,#NAME?,,,,,,,,KBDL 010545Z AUTO 00000KT 3SM -RA BR FEW007 OVC014 03/03 A2980 RMK P0007 T00300030 MADISHF,2019-01-01,5
75,BDL,2019-01-01 05:50:00,-72.6825,41.9381,37.9,37.9,100.0,360.0,4.0,0.07,29.81,1009.9076923076924,3.0,,FEW,SCT,OVC,,200,499,1300,,#NAME?,,,,,,,,KBDL 010550Z AUTO 36004KT 3SM -RA BR FEW002 SCT004 OVC013 03/03 A2980 RMK P0007 T00300030 MADISHF,2019-01-01,5
76,BDL,2019-01-01 05:51:00,-72.6825,41.9381,37.9,37.9,100.0,360.0,4.0,0.07,29.81,1009.7,2.5,,FEW,SCT,OVC,,200,500,1300,,#NAME?,,,,,,,34.31,KBDL 010551Z 36004KT 2 1/2SM -RA BR FEW002 SCT005 OVC013 03/03 A2981 RMK AO2 SLP097 P0007 60073 T00330033 10033 20028 58067,2019-01-01,5
77,BDL,2019-01-01 05:55:00,-72.6825,41.9381,37.9,37.9,100.0,350.0,3.0,0.04000000000000001,29.8,1009.4733333333334,2.5,,FEW,SCT,OVC,,200,499,1300,,#NAME?,,,,,,,,KBDL 010555Z AUTO 35003KT 2 1/2SM -RA BR FEW002 SCT004 OVC013 03/03 A2979 RMK T00300030 MADISHF,2019-01-01,5
78,BDL,2019-01-01 06:00:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.01,29.79,1009.2466666666667,2.0,,FEW,SCT,OVC,,200,499,1200,,RA BR,,,,,,,,KBDL 010600Z AUTO 00000KT 2SM RA BR FEW002 SCT004 OVC012 03/03 A2979 RMK P0000 T00300030 MADISHF,2019-01-01,6
79,BDL,2019-01-01 06:05:00,-72.6825,41.9381,37.9,37.9,100.0,0.0,0.0,0.02,29.78,1009.02,2.0,,OVC,,,,1200,,,,RA BR,,,,,,,,KBDL 010605Z AUTO 00000KT 2SM RA BR OVC012 03/03 A2978 RMK P0001 T00300030 MADISHF,2019-01-01,6
