station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BDL,1/17/2019 21:45,-72.6825,41.9381,M,M,M,120,4,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172145Z AUTO 12004KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 21:50,-72.6825,41.9381,M,M,M,120,4,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172150Z AUTO 12004KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 21:51,-72.6825,41.9381,25,-4,27.41,120,4,0,30.3,1026.3,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.25,KBDL 172151Z 12004KT 10SM CLR M04/M20 A3030 RMK AO2 SLP263 T10391200
BDL,1/17/2019 21:55,-72.6825,41.9381,M,M,M,130,5,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172155Z AUTO 13005KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 22:00,-72.6825,41.9381,M,M,M,120,5,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172200Z AUTO 12005KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 22:05,-72.6825,41.9381,M,M,M,110,5,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172205Z AUTO 11005KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 22:10,-72.6825,41.9381,M,M,M,120,4,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172210Z AUTO 12004KT 10SM CLR M04/M20 A3029 RMK T10401200 MADISHF
BDL,1/17/2019 22:15,-72.6825,41.9381,M,M,M,120,4,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172215Z AUTO 12004KT 10SM CLR M04/M21 A3029 RMK T10401210 MADISHF
BDL,1/17/2019 22:20,-72.6825,41.9381,M,M,M,120,3,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172220Z AUTO 12003KT 10SM CLR M04/M21 A3029 RMK T10401210 MADISHF
BDL,1/17/2019 22:25,-72.6825,41.9381,M,M,M,120,3,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172225Z AUTO 12003KT 10SM CLR M04/M21 A3029 RMK T10401210 MADISHF
BDL,1/17/2019 22:30,-72.6825,41.9381,M,M,M,120,3,M,30.3,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172230Z AUTO 12003KT 10SM CLR M04/M21 A3029 RMK T10401210 MADISHF
BDL,1/17/2019 22:35,-72.6825,41.9381,M,M,M,130,3,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172235Z AUTO 13003KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 22:40,-72.6825,41.9381,M,M,M,140,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172240Z AUTO 14004KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 22:45,-72.6825,41.9381,M,M,M,150,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172245Z AUTO 15004KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 22:50,-72.6825,41.9381,M,M,M,140,3,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172250Z AUTO 14003KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 22:51,-72.6825,41.9381,25,-5.1,26,150,3,0,30.31,1026.7,10,M,FEW,BKN,BKN,OVC,12000,16000,19000,25000,M,M,M,M,M,M,M,20.69,KBDL 172251Z 15003KT 10SM FEW120 BKN160 BKN190 OVC250 M04/M21 A3031 RMK AO2 SLP267 T10391206
BDL,1/17/2019 22:55,-72.6825,41.9381,M,M,M,140,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172255Z AUTO 14004KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 23:00,-72.6825,41.9381,M,M,M,140,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172300Z AUTO 14004KT 10SM CLR M04/M21 A3030 RMK T10401210 MADISHF
BDL,1/17/2019 23:05,-72.6825,41.9381,M,M,M,130,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172305Z AUTO 13004KT 10SM CLR M04/M20 A3030 RMK T10401200 MADISHF
BDL,1/17/2019 23:10,-72.6825,41.9381,M,M,M,120,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172310Z AUTO 12004KT 10SM CLR M04/M20 A3030 RMK T10401200 MADISHF
BDL,1/17/2019 23:15,-72.6825,41.9381,M,M,M,130,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172315Z AUTO 13004KT 10SM CLR M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/17/2019 23:20,-72.6825,41.9381,M,M,M,130,4,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172320Z AUTO 13004KT 10SM CLR M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/17/2019 23:25,-72.6825,41.9381,M,M,M,140,3,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172325Z AUTO 14003KT 10SM CLR M04/M20 A3030 RMK T10401200 MADISHF
BDL,1/17/2019 23:30,-72.6825,41.9381,M,M,M,140,3,M,30.32,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172330Z AUTO 14003KT 10SM CLR M04/M21 A3031 RMK T10401210 MADISHF
BDL,1/17/2019 23:35,-72.6825,41.9381,M,M,M,140,3,M,30.32,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172335Z AUTO 14003KT 10SM CLR M04/M20 A3031 RMK T10401200 MADISHF
BDL,1/17/2019 23:40,-72.6825,41.9381,M,M,M,150,3,M,30.31,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172340Z AUTO 15003KT 10SM CLR M04/M20 A3030 RMK T10401200 MADISHF
BDL,1/17/2019 23:45,-72.6825,41.9381,M,M,M,150,3,M,30.32,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 172345Z AUTO 15003KT 10SM CLR M04/M20 A3031 RMK T10401200 MADISHF
BDL,1/17/2019 23:50,-72.6825,41.9381,M,M,M,140,4,M,30.31,M,10,M,FEW,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 172350Z AUTO 14004KT 10SM FEW120 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/17/2019 23:51,-72.6825,41.9381,24.1,-2,31.3,140,4,0,30.31,1026.8,10,M,BKN,BKN,OVC,M,13000,15000,25000,M,M,M,M,M,M,M,M,18.19,KBDL 172351Z 14004KT 10SM BKN130 BKN150 OVC250 M04/M19 A3031 RMK AO2 SLP268 T10441189 11017 21044 55000
BDL,1/17/2019 23:55,-72.6825,41.9381,M,M,M,150,4,M,30.31,M,10,M,FEW,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 172355Z AUTO 15004KT 10SM FEW120 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:00,-72.6825,41.9381,M,M,M,150,5,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180000Z AUTO 15005KT 10SM SCT110 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:05,-72.6825,41.9381,M,M,M,160,4,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180005Z AUTO 16004KT 10SM SCT110 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:10,-72.6825,41.9381,M,M,M,170,4,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180010Z AUTO 17004KT 10SM SCT110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:15,-72.6825,41.9381,M,M,M,160,4,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180015Z AUTO 16004KT 10SM SCT110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:20,-72.6825,41.9381,M,M,M,170,3,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180020Z AUTO 17003KT 10SM SCT110 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:25,-72.6825,41.9381,M,M,M,170,3,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180025Z AUTO 17003KT 10SM SCT110 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:30,-72.6825,41.9381,M,M,M,160,3,M,30.31,M,10,M,SCT,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180030Z AUTO 16003KT 10SM SCT120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:35,-72.6825,41.9381,M,M,M,170,4,M,30.31,M,10,M,BKN,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180035Z AUTO 17004KT 10SM BKN120 M04/M19 A3030 RMK T10401190 MADISHF
BDL,1/18/2019 0:40,-72.6825,41.9381,M,M,M,170,3,M,30.31,M,10,M,BKN,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180040Z AUTO 17003KT 10SM BKN120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:45,-72.6825,41.9381,M,M,M,180,3,M,30.31,M,10,M,BKN,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180045Z AUTO 18003KT 10SM BKN120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:50,-72.6825,41.9381,M,M,M,170,4,M,30.31,M,10,M,BKN,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180050Z AUTO 17004KT 10SM BKN120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 0:51,-72.6825,41.9381,24.1,0,34.39,160,4,0,30.31,1026.6,10,M,BKN,OVC,M,M,12000,15000,M,M,M,M,M,M,M,M,M,18.19,KBDL 180051Z 16004KT 10SM BKN120 OVC150 M04/M18 A3031 RMK AO2 SLP266 T10441178
BDL,1/18/2019 0:55,-72.6825,41.9381,M,M,M,180,5,M,30.31,M,10,M,SCT,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180055Z AUTO 18005KT 10SM SCT120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:00,-72.6825,41.9381,M,M,M,180,6,M,30.31,M,10,M,SCT,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180100Z AUTO 18006KT 10SM SCT120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:05,-72.6825,41.9381,M,M,M,170,5,M,30.31,M,10,M,SCT,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180105Z AUTO 17005KT 10SM SCT110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:10,-72.6825,41.9381,M,M,M,160,6,M,30.31,M,10,M,SCT,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180110Z AUTO 16006KT 10SM SCT120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:15,-72.6825,41.9381,M,M,M,170,4,M,30.31,M,10,M,SCT,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180115Z AUTO 17004KT 10SM SCT120 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:20,-72.6825,41.9381,M,M,M,180,5,M,30.31,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180120Z AUTO 18005KT 10SM BKN110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:25,-72.6825,41.9381,M,M,M,190,4,M,30.31,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180125Z AUTO 19004KT 10SM BKN110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:30,-72.6825,41.9381,M,M,M,0,0,M,30.31,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180130Z AUTO 00000KT 10SM BKN110 M04/M18 A3030 RMK T10401180 MADISHF
BDL,1/18/2019 1:35,-72.6825,41.9381,M,M,M,0,0,M,30.3,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180135Z AUTO 00000KT 10SM OVC110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 1:40,-72.6825,41.9381,M,M,M,180,3,M,30.3,M,10,M,BKN,OVC,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180140Z AUTO 18003KT 10SM BKN100 OVC120 M04/M18 A3029 RMK T10401180 MADISHF
BDL,1/18/2019 1:45,-72.6825,41.9381,M,M,M,160,3,M,30.3,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180145Z AUTO 16003KT 10SM OVC100 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 1:50,-72.6825,41.9381,M,M,M,160,4,M,30.3,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180150Z AUTO 16004KT 10SM OVC110 M04/M18 A3029 RMK T10401180 MADISHF
BDL,1/18/2019 1:51,-72.6825,41.9381,24.1,0,34.39,160,4,0,30.3,1026.1,10,M,SCT,OVC,M,M,9500,12000,M,M,M,M,M,M,M,M,M,18.19,KBDL 180151Z 16004KT 10SM SCT095 OVC120 M04/M18 A3030 RMK AO2 SLP261 T10441178
BDL,1/18/2019 1:55,-72.6825,41.9381,M,M,M,160,4,M,30.29,M,10,M,BKN,BKN,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180155Z AUTO 16004KT 10SM BKN100 BKN120 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:00,-72.6825,41.9381,M,M,M,160,3,M,30.29,M,10,M,SCT,BKN,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180200Z AUTO 16003KT 10SM SCT100 BKN120 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:05,-72.6825,41.9381,M,M,M,160,3,M,30.29,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180205Z AUTO 16003KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:10,-72.6825,41.9381,M,M,M,170,3,M,30.29,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180210Z AUTO 17003KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:15,-72.6825,41.9381,M,M,M,180,5,M,30.3,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180215Z AUTO 18005KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:20,-72.6825,41.9381,M,M,M,180,4,M,30.29,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180220Z AUTO 18004KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:25,-72.6825,41.9381,M,M,M,170,4,M,30.29,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180225Z AUTO 17004KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:30,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180230Z AUTO 17005KT 10SM OVC110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:35,-72.6825,41.9381,M,M,M,160,4,M,30.29,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180235Z AUTO 16004KT 10SM OVC110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:45,-72.6825,41.9381,M,M,M,180,4,M,30.29,M,10,M,BKN,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180245Z AUTO 18004KT 10SM BKN110 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 2:51,-72.6825,41.9381,25,3,38.09,180,4,0,30.29,1026,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,19.25,KBDL 180251Z 18004KT 10SM OVC110 M04/M16 A3029 RMK AO2 SLP260 T10391161 57008
BDL,1/18/2019 2:55,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180255Z AUTO 17005KT 10SM OVC100 M04/M17 A3029 RMK T10401170 MADISHF
BDL,1/18/2019 3:00,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,BKN,OVC,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180300Z AUTO 17005KT 10SM BKN100 OVC120 M04/M16 A3029 RMK T10401160 MADISHF
BDL,1/18/2019 3:05,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,BKN,OVC,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180305Z AUTO 17005KT 10SM BKN100 OVC120 M04/M16 A3029 RMK T10401160 MADISHF
BDL,1/18/2019 3:10,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,BKN,OVC,M,M,10000,12000,M,M,M,M,M,M,M,M,M,M,KBDL 180310Z AUTO 17005KT 10SM BKN100 OVC120 M04/M16 A3029 RMK T10401160 MADISHF
BDL,1/18/2019 3:20,-72.6825,41.9381,M,M,M,170,5,M,30.29,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180320Z AUTO 17005KT 10SM OVC110 M04/M16 A3029 RMK T10401160 MADISHF
BDL,1/18/2019 3:25,-72.6825,41.9381,M,M,M,160,3,M,30.29,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180325Z AUTO 16003KT 10SM OVC110 M04/M16 A3029 RMK T10401160 MADISHF
BDL,1/18/2019 3:30,-72.6825,41.9381,M,M,M,150,3,M,30.28,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180330Z AUTO 15003KT 10SM OVC110 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 3:35,-72.6825,41.9381,M,M,M,150,3,M,30.28,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180335Z AUTO 15003KT 10SM OVC110 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 3:40,-72.6825,41.9381,M,M,M,150,3,M,30.28,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180340Z AUTO 15003KT 10SM OVC110 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 3:45,-72.6825,41.9381,M,M,M,140,4,M,30.28,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180345Z AUTO 14004KT 10SM OVC110 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 3:50,-72.6825,41.9381,M,M,M,110,3,M,30.28,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180350Z AUTO 11003KT 10SM OVC110 M04/M15 A3028 RMK T10401150 MADISHF
BDL,1/18/2019 3:51,-72.6825,41.9381,25,5,41.76,120,3,0,30.28,1025.7,10,M,FEW,OVC,M,M,9500,11000,M,M,M,M,M,M,M,M,M,20.69,KBDL 180351Z 12003KT 10SM FEW095 OVC110 M04/M15 A3028 RMK AO2 SLP257 T10391150
BDL,1/18/2019 3:55,-72.6825,41.9381,M,M,M,110,4,M,30.28,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180355Z AUTO 11004KT 10SM OVC100 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:00,-72.6825,41.9381,M,M,M,110,3,M,30.28,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180400Z AUTO 11003KT 10SM OVC100 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:05,-72.6825,41.9381,M,M,M,120,3,M,30.28,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180405Z AUTO 12003KT 10SM OVC100 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:10,-72.6825,41.9381,M,M,M,0,0,M,30.28,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180410Z AUTO 00000KT 10SM OVC100 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:15,-72.6825,41.9381,M,M,M,110,3,M,30.28,M,10,M,OVC,M,M,M,9500,M,M,M,M,M,M,M,M,M,M,M,KBDL 180415Z AUTO 11003KT 10SM OVC095 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:20,-72.6825,41.9381,M,M,M,0,0,M,30.28,M,10,M,OVC,M,M,M,9500,M,M,M,M,M,M,M,M,M,M,M,KBDL 180420Z AUTO 00000KT 10SM OVC095 M04/M16 A3028 RMK T10401160 MADISHF
BDL,1/18/2019 4:25,-72.6825,41.9381,M,M,M,0,0,M,30.27,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180425Z AUTO 00000KT 10SM OVC100 M04/M16 A3027 RMK T10401160 MADISHF
BDL,1/18/2019 4:30,-72.6825,41.9381,M,M,M,110,3,M,30.27,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180430Z AUTO 11003KT 10SM OVC100 M04/M16 A3027 RMK T10401160 MADISHF
BDL,1/18/2019 4:35,-72.6825,41.9381,M,M,M,110,3,M,30.26,M,10,M,SCT,OVC,M,M,9000,11000,M,M,M,M,M,M,M,M,M,M,KBDL 180435Z AUTO 11003KT 10SM SCT090 OVC110 M04/M16 A3026 RMK T10401160 MADISHF
BDL,1/18/2019 4:40,-72.6825,41.9381,M,M,M,100,3,M,30.26,M,10,M,FEW,OVC,M,M,8500,11000,M,M,M,M,M,M,M,M,M,M,KBDL 180440Z AUTO 10003KT 10SM FEW085 OVC110 M04/M15 A3026 RMK T10401150 MADISHF
BDL,1/18/2019 4:45,-72.6825,41.9381,M,M,M,100,3,M,30.26,M,10,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180445Z AUTO 10003KT 10SM OVC110 M04/M15 A3026 RMK T10401150 MADISHF
BDL,1/18/2019 4:50,-72.6825,41.9381,M,M,M,100,3,M,30.25,M,10,M,FEW,OVC,M,M,7999,10000,M,M,M,M,M,M,M,M,M,M,KBDL 180450Z AUTO 10003KT 10SM FEW079 OVC100 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 4:51,-72.6825,41.9381,25,5,41.76,100,3,0,30.25,1024.7,10,M,FEW,OVC,M,M,8000,10000,M,M,M,M,M,M,M,M,M,20.69,KBDL 180451Z 10003KT 10SM FEW080 OVC100 M04/M15 A3025 RMK AO2 SLP247 T10391150 410171083
BDL,1/18/2019 4:55,-72.6825,41.9381,M,M,M,110,3,M,30.25,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180455Z AUTO 11003KT 10SM OVC100 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:00,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180500Z AUTO 00000KT 10SM OVC100 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:05,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180505Z AUTO 00000KT 10SM OVC090 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:10,-72.6825,41.9381,M,M,M,0,0,M,30.26,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180510Z AUTO 00000KT 10SM OVC090 M04/M15 A3026 RMK T10401150 MADISHF
BDL,1/18/2019 5:15,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180515Z AUTO 00000KT 10SM OVC090 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:20,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180520Z AUTO 00000KT 10SM OVC090 M04/M14 A3025 RMK T10401140 MADISHF
BDL,1/18/2019 5:25,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180525Z AUTO 00000KT 10SM OVC090 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:30,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180530Z AUTO 00000KT 10SM OVC090 M04/M15 A3025 RMK T10401150 MADISHF
BDL,1/18/2019 5:35,-72.6825,41.9381,M,M,M,0,0,M,30.25,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180535Z AUTO 00000KT 10SM OVC090 M04/M14 A3025 RMK T10401140 MADISHF
BDL,1/18/2019 5:40,-72.6825,41.9381,M,M,M,0,0,M,30.24,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180540Z AUTO 00000KT 10SM OVC090 M04/M15 A3023 RMK T10401150 MADISHF
BDL,1/18/2019 5:45,-72.6825,41.9381,M,M,M,0,0,M,30.24,M,10,M,OVC,M,M,M,9000,M,M,M,M,M,M,M,M,M,M,M,KBDL 180545Z AUTO 00000KT 10SM OVC090 M04/M13 A3023 RMK T10401130 MADISHF
